project,issue_number,issue_type,text,classification,indicator
camel,7342,comment_1,"Having looked at this issue afresh I wonder if my description of implementing the flag is a cause of confusion and reluctance to add this feature. On re-reading, I realise that this description of what is required is misleading - of course you always want the consumer to attempt to connect upon start of the route, however if the bind to the SMSC fails for whatever reason, I need it to enter into a reconnection attempt cycle until the SMSC is available rather than stopping the route (and any others in the same camel context). Anyway, this is a requirement for me, and so I have implemented the functionality change for myself as a branch from 2.15.1. It is configured using a new option If this is set to true, then a reconnect thread is started instead of trying once only to create the session. The major change here is the removal of the wait for the thread completion in the reconnect method (to allow doStart to complete), and movement of the reconnectLock mutex.",documentation_debt,low_quality_documentation
camel,7342,description,"If a SMPP consumer route is configured but the the initial connection attempt fails (eg if the SMSC is not accessible), then the route fails Connection refused) and the camel context shuts everything down. For SMPP producers there is a flag which allows the route to be created and go into a reconnection attempt cycle until the SMSC is available. Please implement this flag for the consumer. See discussion from last year here:",non_debt,-
camel,7342,summary,Implement flag for the SMPP consumer as it works for the producer.,non_debt,-
camel,7362,comment_0,Applied the patch into camel master and updated the wiki page.,non_debt,-
camel,7362,description,We could support to set these parameters through the http4 endpoint uri if we don't specify the connection manager in the http component.,non_debt,-
camel,7362,summary,Add URI option support of maxTotalConnections and connectionsPerRoute,non_debt,-
camel,7367,comment_0,Can I have a look of you camel route? Can you try to install camel-script and camel-groovy at the same time?,non_debt,-
camel,7367,comment_1,Are you use a producer template to send a message to a Camel route? And are you using blueprint or spring or something else?,non_debt,-
camel,7367,comment_2,FYI: I work with Martin Sorry for the late response. I made a small project that shows the problem. It works when the route is published this way: <bundleIt does not work when I try to import this bundle: <bundle Have a look at the ReadMe.txt for further details.,non_debt,-
camel,7367,comment_3,"Hi Michael, I just had a chance to go through your test cases. I found it's common OSGi bundle issue, not the camel issue. when you install the camel route (blueprint.xml) from pax-exam will create a bundle with these information: You can see the bundle header is *, which means this bundle can import all the package. If I add the below lines into maven-bundle-plugin section of I cannot get any any more.",non_debt,-
camel,7367,comment_4,It's not an issue of camel.,non_debt,-
camel,7367,description,When trying to upgrade from 2.11.4 to either 2.12.3 or 2.13.0 a problem with using Groovy pops up. The symptom is: groovy.lang.Script Method) Method) ... This runs inside a Karaf 2.3.4 with features <feature <feature loaded. groovy.lang.Script comes from the groovy-all/2.2.2 bundle. The bundle is loaded by the camel-groovy feature.,non_debt,-
camel,7367,summary,groovy.lang.Script,non_debt,-
camel,7412,comment_0,"I am going to remove the statement for now. Please let me know if this raises any concerns. Again, have tested the camel-jdbc component (2.12.0) with XA transactions myself and am confident that it works correctly.",non_debt,-
camel,7412,comment_1,Fixed in revision 31 of,non_debt,-
camel,7412,description,The docs at state This statement however seems to be wrong. I have a demo at that uses the camel-jdbc component in an XA transaction scenario without errors. Can someone please confirm the docs is wrong and I can correct it in the docs? This statement was introduced in,documentation_debt,low_quality_documentation
camel,7412,summary,[docs] The docs state camel-jdbc does not support transactions.,documentation_debt,low_quality_documentation
camel,7413,comment_0,"I fixed this by making all of the parameters configurable, and updating the documentation. Here are the new docs. ## Usage ## The plugin configuration has the following properties. * - Salesforce url to use to generate the dtos. Defaults to but is useful for development environments. * - Maximum time to hold the connection open to Salesforce when generating the dtos. Defaults to 60 seconds, which is usually fine unless you have a big Salesforce schema or slow connection. * - Salesforce client Id for Remote API access * - Salesforce client secret for Remote API access * - Salesforce account user name * - Salesforce account password (including secret token) * - Salesforce Rest API version, defaults to 27.0 NOTE: Currently no version higher than 27.0 will work. * - Directory where to place generated DTOs, defaults to * - List of SObject types to include * - List of SObject types to exclude * - Java RegEx for SObject types to include * - Java RegEx for SObject types to exclude * - Java package name for generated DTOs, defaults to For obvious security reasons it is recommended that the clientId, clientSecret, userName and password fields be not set in the pom.xml. The plugin should be configured for the rest of the properties, and can be executed using the following command: mvn The generated DTOs use Jackson and XStream annotations. All Salesforce field types are supported. Date and time fields are mapped to Joda DateTime, and picklist fields are mapped to generated Java Enumerations.",documentation_debt,outdated_documentation
camel,7413,comment_1,The is working in version 2.20.2. Should this be resolved?,non_debt,-
camel,7413,comment_2,This was implemented in 2.19.,non_debt,-
camel,7413,description,"Right now, the is only able to use the default Salesforce login URL defined in the class. When using test platform, it would be great to be able to provide a ""custom"" login URL.",non_debt,-
camel,7413,summary,should allow to use a custom login URL,non_debt,-
camel,7431,comment_0,"StackTrace of the Exception : Could not connect to SMTP host: localhost, port: 0; nested exception is: connect: Address is invalid on local machine, or port is not valid on remote machine Method) Source) at Method) Caused by: connect: Address is invalid on local machine, or port is not valid on remote machine at Method) ... 78 more",non_debt,-
camel,7431,comment_1,"I just checked the code of java mail, we just need to set the default port of to -1, then we can get the same result if the host, username and password parameter are not set.",non_debt,-
camel,7431,comment_2,"Applied the patch into camel master, camel-2.13.x and camel-2.12.x branches.",non_debt,-
camel,7431,description,"When using with an existing javax.mail.Session instance (i.e. retrieved from JNDI) it is not possible to leave host and port unconfigured. My JavaMailSender is configured as follows: @Bean public JavaMailSender mailSender() { JavaMailSender jms = new return jms; } mailSession is a preconfigured Session instance retrieved from JNDI registry. I do not know about it's configuration. When calling the send() method, it tries to connect using the connect(host, port, username, password) method passing the (unconfigured) host and port which defaults to localhost:0 and then fails. In case the session is supplied, it should call connect() instead.",non_debt,-
camel,7431,summary,Impossible to use an existing javax.mail.Session with,non_debt,-
camel,7456,comment_0,"Frankly this has not been the intention to support custom properties parser in OSGi. So what is the use case for having a custom parser? And having both blueprint and your custom what should happen as there are 2 parsers? So if a property is to be parsed should it use - use blueprint first, and parse using custom afterwards - use custom first, and parse using blueprint afterwards - or something else?",non_debt,-
camel,7456,comment_1,"If I have a custom parser, then I'd expect my custom parser to be used first and then blueprint or default parser afterwards. There are a lot cases that people might want to use combination of them. For instance, in this case, I configured ""propertyPrefix"" property to use property placeholder $\{container.stage} here: My custom parser basically just tries to look up system property for the value of the property placeholder ""container.stage"" to decide what environment I am in. Say ""dev"", ""prod"" or ""test"". Depends on the value returned by my custom parser, I can either go to blueprint or just default file property to find relevant value. And I still want to use blueprint in this case. I understand that it was not the intention to support custom parser with blueprint. But I think it is reasonable use case I presented here and more people are going to use blueprint in future so I believe the custom parser with blueprint issue should be addressed in my opinion.",non_debt,-
camel,7456,comment_2,"Custom parser is set as the delegate (see for example which decrypts properties which were first resolved by BlueprintParser) and is called after main parser. If your use case is *only* about making resolvable, then maybe better&simpler would be to do it while configuring than by changing parser-delegate order.",non_debt,-
camel,7456,comment_3,uses provided (configured on parser as delegate (see example with The provided use case is rather about making resolvable against system/env properties and this is how it was resolved.,non_debt,-
camel,7456,comment_4,Reopening to update the docs,non_debt,-
camel,7456,comment_5,Documentation updated,non_debt,-
camel,7456,description,"I have implemented a custom PropertiesParser which allows me to use system property placeholders in propertyPrefix and propertySuffix. In my use case the propertyPrefix is defined as where container.stage is a jvm option defined at container creation. The value is one of dev, test and prod. This works fine in Java DSL world (SCR bundle), but custom parser is ignored in Blueprint. Here is sample of my blueprint xml: The reason it did not work was because by default, it uses blueprint property resolver to bridge PropertiesComponent to blueprint in order to support looking up property placeholders from the Blueprint Property Placeholder Service. Then it always creates a object and set it to The customer Property Parser I created was only set into the object as a delegate Property Parser. Therefore, it was always the method parseUri() from the object got invoked. The same method from your custom parser was ignored. For more detail, please take a look at function. The only workaround is to add the attribute to <camelContext Because once I set it to false, I will no longer be able to lookup from blueprint property service.",non_debt,-
camel,7456,summary,Camel PropertiesComponent ignores custom parser in Blueprint,non_debt,-
camel,7461,comment_0,"Its a bit tricky as users would need to configure the type and make sure it matches the implementation of the repo etc. And also potential an API change. As String is a generic type the impl can just support that type too, if it uses integers etc.",non_debt,-
camel,7461,description,"See for a background. Basically there is inconsistency between a idempotent consumer and the repository. The repository is capable of holding any type, while the consumer is non-parameterized and uses String as it's message type. It would be very handy to have the messageid as a domain type for any application, and thus the consumer should allow for a parameterized type T. This will also probably mean that should allow for any persistent type. If doing this camel would be generic on the type, and allow for supporting application domain types w/o customizations.",design_debt,non-optimal_design
camel,7461,summary,Idempotent inconsistensies / idempotent consumer should allow for messageId of any type,non_debt,-
camel,7479,comment_1,"Fix successfully tested by running unit tests with languages en, de, sv, zh and using the following Maven configuration:",non_debt,-
camel,7479,comment_3,Thanks for the PR. It has been pushed to the branches.,non_debt,-
camel,7479,description,"Some Java exception messages are language specific and JUnit tests evaluating theses messages fail in a non-English environment. Such assertions are done in and * The assertion ""Invalid content was found"" fails for the German message ""Ungültiger Content wurde beginnend mit Element ""age"" gefunden"" * The assertion ""The content of element 'person' is not complete"" fails for the German message ""Content des Elements ""person"" ist nicht vollständig""",non_debt,-
camel,7479,summary,Test fails in non-English environments,non_debt,-
camel,7480,comment_0,"This is a bit tougher as we would need to start a JVM with the javaagent of jolokia So the camel:run plugin would need to start the process itself, and stop it, just as mvn exec:java does.",non_debt,-
camel,7480,description,This allows to introspect the running camel app easier using jolokia.,non_debt,-
camel,7480,summary,camel:run plugin - Add jolokia agent,non_debt,-
camel,7530,description,Expose the component options for Camel CXFRS as has already been done for camel-core components and selected others such as jms / ftp / twitter etc.,non_debt,-
camel,7530,summary,Expose the component options for Camel CXFRS,non_debt,-
camel,7542,comment_0,Fixed with commit,non_debt,-
camel,7542,description,"Expose component options for Camel JCR using @UriEndpoint and @UriParam annotations. This has already been implemented for other components such as camel-core, camel-jpa and others (e.g. see CAMEL-7507).",non_debt,-
camel,7542,summary,Expose component options for Camel JCR,non_debt,-
camel,7559,comment_0,Not sure if there is the bandwith to maintain bindy outside Apache etc.,non_debt,-
camel,7559,comment_1,Would it really be that complex to decouple it from camel in such a way that it is not required to use camel? If not I suppose it could be forked.,non_debt,-
camel,7559,description,Bindy is a great library for csv serialization but users can't always use camel. Ideally one could use bindy without camel or with it.,non_debt,-
camel,7559,summary,use bindy as a stand-alone library outside of camel,non_debt,-
camel,7575,comment_0,"For BeanExpression, we are not supposed to modify the exchange or the message in the evaluation processor, camel just want to know the result of the evaluation.",non_debt,-
camel,7575,description,"As the user may add the attachments in the bean method call, we should support to copy the attachments back to the exchange when call the bean method.",non_debt,-
camel,7575,summary,BeanInvokeProcess should copy the attchment from the resultExchange,non_debt,-
camel,7587,comment_0,"Applied the patch into master, camel-2.13.x and camel-2.12.x branches.",non_debt,-
camel,7587,description,"The MessageHistory feature currently keeps passwords in plain text in case they are part of the URI. does some sanitizing, but only for the from node - other nodes/processors are currently not sanitized. In order to prevent handling sensitive information in the message history in general, I would suggest to sanitize the URI already when storing a MessageHistory item.",design_debt,non-optimal_design
camel,7587,summary,MessageHistory stores passwords in plain text,non_debt,-
camel,7603,comment_0,"Applied the patch into camel master, camel-2.13.x and camel-2.12.x.",non_debt,-
camel,7603,description,We need to store the security context information when generate the camel exchange from CXF request message as camel-cxf does.,non_debt,-
camel,7603,summary,camel-cxfrs need to store the security context information into the message header,non_debt,-
camel,7624,comment_0,There is an include option that can be configured now to NOT_NULL,non_debt,-
camel,7624,description,"It takes a bit to configure jackson to skip null fields from pojos. You can annote your pojos but then they have jackson annotations on their classpath. But we need an option on json dataformat in camel, so you can configure that option. Some details at",non_debt,-
camel,7624,summary,camel-jackson - Add option to set inclusion to skip null fields from pojos,non_debt,-
camel,763,comment_1,Closing all 1.5.0 issues,non_debt,-
camel,763,description,"The example applications from Camel 1.4 source distribution work correctly on my machine. After comparing the sample Spring XML configuration and my Spring configuration, I noticed there is no jmxAgent element in the sample XML where my configuration has this element. The problem I noticed was that when the disabled attribute of the jmxAgent element is set to true, the redelivery policy does not work.",non_debt,-
camel,763,summary,CamelContext's setErrorHandler is not effect when the jmx agent is disabled,non_debt,-
camel,7644,comment_0,"I just dug the code and found out all the unit tests which extends the CamelTestSupport has the same problem which lets the RouteBuilder creates a default camel context when the first dsl method is used. To resolve this, we need to pass the camel context instance to the RouteBuilder to avoid create the default camel context there. For adding the created camel context into the static set, I think maybe we can do it when the camel context is start the CAMEL-7327.",non_debt,-
camel,7644,comment_1,What is the status of this ticket?,non_debt,-
camel,7644,comment_2,"Okay so the problem is that camel-scala RouteBuilder runs the route configure in its constructor, it should use a configure method just like java does.",non_debt,-
camel,7644,comment_3,"We are adding a ScalaRouteBuilder ppl should use that requires to pass in a CamelContext, then its a fairly easy migration effort.",non_debt,-
camel,7644,comment_4,See this unit test how to use the new ScalaRouteBuilder and with lazy modifier when using ScalaTestSupport,non_debt,-
camel,7644,description,"Since the camel DSL is invoked prior to being invoked there is no camel context set on the delegate java RouteBuilder which causes it to create a new context when the first dsl method is invoked. With the implementation of CAMEL-7327 introduced in 2.13.1 which stores created camel contexts in a set in this causes instances of DefaultCamelContext to be leaked, they are never removed from the static set. This is especially aparrent during unit testing. The following test shows that an additional context is registered for the scala route builder as opposed to java. Verification of the leak can be requires profiler and capturing of heap after termination of the test case (in ParentRunner.java).",code_debt,low_quality_code
camel,7644,summary,Scala camel DSL creates numerous DefaultCamelContext instances,non_debt,-
camel,7681,comment_1,"Applied the patch with thanks to Sébastien, I also updated the camel-elasticsearch wiki page for the new added option.",non_debt,-
camel,7681,comment_2,I was going to ask you the best way to update the documentation but you were faster. Thanks !,documentation_debt,low_quality_documentation
camel,7681,description,"Hi, It would be nice if the ES component could support the bulk mode to index several documents in one row in a faster and more performant way. I propose a new operation named *BULK_INDEX*. The incoming body would be a *List* of any type that is already accepted (XContentBuilder, Map, byte[], String). Or simply a Collection may be, if a List is too narrow-minded. The result could be a *List of the id* of the successfully indexed documents. Have you any tips on the way you usely treat this kind of operation",non_debt,-
camel,7681,summary,Add Bulk Index mode to Elasticsearch component,non_debt,-
camel,7690,comment_0,A plain JAR example. As a WAB is not simple to create.,documentation_debt,low_quality_documentation
camel,7690,description,We have a WAR example for Apache Tomcat etc. We should have a osgi example as well.,documentation_debt,outdated_documentation
camel,7690,summary,Rest DSL - Create blueprint based example,non_debt,-
camel,7693,comment_0,"This issue is introduced by CAMEL-7429 which support to concatenation properties. As the patch is based on looking SuffixIndex first to decide if there is property need to be parsed, the consecutive curly brackets introduces the ambiguity. It makes sense that camel throw the exception like this:",non_debt,-
camel,7693,comment_1,It's not a bug from my point of view. You can use the ${properties.xxx} to avoid error just like this:,non_debt,-
camel,7693,description,"I've attempted to update my Camel project from version 2.13.1 to 2.13.2, however my unit tests now fail due to the way in which the PropertiesComponent now treats three curly brackets that are in a JSON string I am building using property values. E.g.: I have this in my route definition :- Note: I can work around the issue if I separate the curly consecutive brackets with spaces. Test case to replicate",non_debt,-
camel,7693,summary,PropertyPlaceholder fails when string contains three consecutive curly brackets,non_debt,-
camel,7715,comment_1,"Applied the patch into master, camel-2.13.x and camel-2.12.x branch with thanks to Cristiano.",non_debt,-
camel,7715,description,"SjmsConsumer and SjmsProducer always register a new ThreadPool on Camel context every time a new instance is created for an endpoint. If consumer or producer is stopped or removed or even component is removed, thread pool still exists.",code_debt,low_quality_code
camel,7715,summary,SjmsConsumer and SjmsProducer do not remove thread pool when stop,code_debt,multi-thread_correctness
camel,7721,comment_0,Now you can set the SaxParserFactory by setting exchange property with key XmlConverter can use it if possible.,non_debt,-
camel,7721,description,It could be handy if we can setup the SAXParserFactory from the exchange property.,non_debt,-
camel,7721,summary,Support to setup the SaxParserFactory from the exchange property,non_debt,-
camel,7757,comment_0,Patch for the fix.,non_debt,-
camel,7757,comment_1,"Applied the patch into camel master, camel-2.13.x and camel-2.12.x branches with thanks to Sandeep.",non_debt,-
camel,7757,description,Please refer to :,non_debt,-
camel,7757,summary,camel-restlet 2.13.1 throwing EOFException on reading ZipInputStream,non_debt,-
camel,7788,description,We got a PR for this,non_debt,-
camel,7788,summary,Support for rfc 5424/5425/6587 in syslog component,non_debt,-
camel,7805,comment_0,Fix committed to master branch,non_debt,-
camel,7805,description,"Olingo2 component doesn't set HttpHeaders property from configuration on its API proxy, which ignores any custom HTTP headers altogether.",non_debt,-
camel,7805,summary,Camel Olingo2 doesn't set HTTP headers correctly,non_debt,-
camel,7813,comment_0,"Yeah lets see if we can in the consumer detect if its destination is the same as a JMSReplyTo and then remove that header, as it would cause it to send it back to itself. We could have a option to turn this off, if people are crazy and want to send it back to the same queue as a kinda while loop",non_debt,-
camel,7813,comment_1,"Hello, For some reasons I can see the issue is still in 2.16.1. When Camel sends a reply it keeps JMSRepyTo/ReplyTo on the JMS Message. Have to add though that I'm using the activemq component, version 5.12.1.",non_debt,-
camel,7813,description,"When a JMS queue is used as a camel consumer for a route it may well be one of possibly many intermediate stops in a chain of processing. If the previous processing step itself used Camel to route the message, then both the JMS replyTo and the camel-header JMSReplyTo will both be populated with the same value. This will cause an infinite loop. Of course, this is in some sense a developer error, but it is a pain to constantly add code to clear the camel JMSReplyTo header if it equals the destination. This should probably be internal to the camel-jms component itself.",design_debt,non-optimal_design
camel,7813,summary,Make camel-jms more robust for replyTo,design_debt,non-optimal_design
camel,789,comment_0,Having faster builds sounds good... I'll take a look at this.,non_debt,-
camel,789,comment_1,Cheers Jonathan. And I recall we have a ticket as well to use the spring amazon repo for their jars instead of what we have configued in our pom.xml. So you might as well check up on the repos where we get the spring stuff from. For instance we have a spring-integration project that might need to use the amazon stuff for the milestones while regular spring can also be retrieved from the major apache maven repos also. Okay good luck and I as well would love faster builds without checking 10 repos each time ;),non_debt,-
camel,789,comment_2,"This patch pushes down... well... all of the repositories that were in the root pom lower in the build tree. This should speed up builds quite a bit! :) Note that if you build from a clean repo, the build will fail trying to find the mina ftpserver. This patch does not introduce this failure however. See for more details about this failure.",build_debt,build_others
camel,789,comment_3,"Thanks Jonathan. I am wondering if you are not able to ""assign"" ticket to yourself? Would be handy to know if you are working on it ;) You should get the credit for all the hard work you do!",non_debt,-
camel,789,comment_4,I think being able to assign JIRAs is for official committers only. Hopefully I will be able to do this some day ;),non_debt,-
camel,789,comment_5,Closing 1.5 issues,non_debt,-
camel,789,description,When downloading artifacts we have a many repos. Several of them are specific for a single/few components. We should move these repo settings to these targeted components and let the uber pom.xml have only the major public maven repos. Maybe some of the repos is out-of-date and not used anymore.,architecture_debt,violation_of_modularity
camel,789,summary,pom.xml - maven repositories - clean up,build_debt,build_others
camel,7907,comment_0,Patch Suggestion,non_debt,-
camel,7907,comment_1,Thanks for the patch.,non_debt,-
camel,7907,description,Camel actually does not support,non_debt,-
camel,7907,summary,Add support for to jms component,non_debt,-
camel,7909,comment_0,"Applied the patch into camel master, camel-2.14.x and camel-2.13.x branches.",non_debt,-
camel,7909,description,"Current Netty Http Consumer decided if it need to close connection by checking the request connection header. But if the response connection header is 'close', the netty http consumer need to close the connection at the same time.",non_debt,-
camel,7909,summary,camel-netty-http consumer need to close the connection if the response connection header is close,non_debt,-
camel,7922,comment_0,"Applied the patch into camel master, camel-2.14.x and camel-2.13.x branches.",non_debt,-
camel,7922,description,"When the MQTT Endpoint is started the MQTT connection is immediately established, causing an immediate influx of persisted messages (put on the topic when the client was not available). Issue is that at this point, most likely no consumers are available yet to process these messages. *Receiving a PUBLISH message* Publish message are received without any consumers. Result : msg with QoS *No consumers registered yet* Only when this finishes will Camel be able to process the messages. These messages will never be picked up. Perhaps it's more the responsibility of the consumer / producer to start a connection when they get attached to the endpoint ?",non_debt,-
camel,7922,summary,MQTT endpoint misses QoS > 0 messages due to startup timing issue,non_debt,-
camel,7923,comment_0,"Hi Christian I ran the test in my box, the test isn't failed. Can you check your fire wall setting? I checked the [apache I didn't find the failed test of Regards, Willem",non_debt,-
camel,7923,comment_1,"It doesn't fail each time. It's only failing a few times. But by having too many ""fragile"" test, it's annoying to do a build because of the many many attempts you need.",test_debt,flaky_test
camel,7923,summary,Camel-xmpp unit test is failing from time to time,non_debt,-
camel,7940,comment_0,"Applied the patch into camel master, camel-2.14.x and camel-2.13.x branches.",non_debt,-
camel,7940,comment_1,Switched to use TLS by default in the netty components as well:,non_debt,-
camel,7940,description,Camel doesn't disable the SSL protocol by default.,non_debt,-
camel,7940,summary,Disable SSL security protocol by default,non_debt,-
camel,7954,comment_0,"Component updated, need to update documentation",documentation_debt,outdated_documentation
camel,7954,description,Currently camel-olingo2 uses SSLContext directly to create connections; it should use,design_debt,non-optimal_design
camel,7954,summary,Camel-box should create https connections using,non_debt,-
camel,7956,comment_0,"Component updated, need to update documentation",documentation_debt,outdated_documentation
camel,7956,description,Currently camel-olingo2 uses SSLContext directly to create connections; it should use,design_debt,non-optimal_design
camel,7956,summary,Camel-salesforce should create https connections using,non_debt,-
camel,7970,comment_0,Yeah unfortunately that breaks the API. You can use EventNotifer to register a callback to get notified when the context is stopping/stopped.,non_debt,-
camel,7970,comment_1,We can add a unmanage method to in Camel 3.0.,non_debt,-
camel,7970,comment_2,"Conceptually, integration code needs a way to hook into the CamelContext before start() is getting called",non_debt,-
camel,7970,comment_3,There is a destroy method on camel context tracker now,non_debt,-
camel,7970,description,Clients of the Container SPI see contexts being added but not removed. In wildfly we expose every context as an msc service to allow for service dependencies on it. When a context gets unregistered we must also unregister the msc service. should probably be exposed in the same way as,non_debt,-
camel,7970,summary,Container does not see the unregister event,non_debt,-
camel,8029,comment_0,I suggest to add some defails as <description Then you can tell the user how to install that bundle needed.,documentation_debt,low_quality_documentation
camel,8029,comment_1,The fix through this ticket has broken the OSGi test See also my comment,non_debt,-
camel,8029,comment_2,For the time being I did {{@Ignore}} the test on the master branch.,non_debt,-
camel,8029,description,See,non_debt,-
camel,8029,summary,Fix licensing issue with camel-xmljson,non_debt,-
camel,8036,comment_0,"Applied the patch into camel master, camel-2.14.x and camel-2.13.x branches.",non_debt,-
camel,8036,description,"As we create multiple consumer for the rest component, it could introduce an issue that camel could add security handler more than once if user setup the security handler on the rest endpoint.",non_debt,-
camel,8036,summary,JettyComponent should not setup the security handler more than once,non_debt,-
camel,8051,description,feature:repo-add camel 2.15-SNAPSHOT feature:install -v camel-core Karaf then tries to install the karaf shell console from karaf 2.4.0 which of course fails. I first removed the reference to the karaf spring feature repo which transitively imported the karaf standard feature. After that change it could not resolve the package: The problem here was that we forgot status=provisional in the import.,non_debt,-
camel,8051,summary,feature camel-core does not install in karaf 4,non_debt,-
camel,8068,comment_0,"Good idea, a PR is welcome",non_debt,-
camel,8068,comment_1,Attached a patch that set header with the attachment ID on the copy message.,non_debt,-
camel,8068,comment_2,Thanks for the patch. We do like when there is an unit test with code changes so we can verify this.,test_debt,lack_of_tests
camel,8068,comment_3,"Currently I'm not able to build the test, they complain about missing documentation... Also compilation fails on my pc becuase MailSorter uses Java 7 style and the compile level seems java 1.6 ... So I'm currently try to sort out how to build camel at all from the git checkout :-(",test_debt,lack_of_tests
camel,8068,description,The currently splits the attachments by each ID but do not provide the ID as an additional header. It would be usefull for the processing code to know the ID so they simply get them e.g. by instead of looking in the map for names etc. or iterate over it.,non_debt,-
camel,8068,summary,should set ID of splited attachment,non_debt,-
camel,8071,comment_0,"You need a special camel-jboss resolver, see",non_debt,-
camel,8071,comment_1,"Since we are using 2.13.3 we've thought that it camel-jboss is obsolete. ""From Camel 2.8 onwards there is no longer the need for using this camel-jboss component as Camel is now capable of loading type converters without package scanning. This requires though that all 3rd party components with type converter must define the name of the converter classes as FQN in the file. See more details at Type Converter. One exception is if you are using Bindy component as it still needs this JBoss resolver.""",non_debt,-
camel,8071,comment_2,Yes when using bindy its needed. Though there is a wildfly-camel project so maybe in the future JBoss EAP can ship this resolver out of the box?,non_debt,-
camel,8071,comment_3,"On your system is there a file path for this And in that lib directory there is the JAR files (but they are not expanded) ? If so the trick would be to know this from the url above which is just a string. And then add some logic that tries to list the dir for .jar files and then use a jar url loader to scan inside those JARs. All extra work needed to do so, which with some hard-work may be possible to add in camel-core. You can welcome to experiment with this as you got an EAP app server on your system and use bindy.",non_debt,-
camel,8071,description,"We are creating a WebApplication which also provides camel endpoints. One of the endpoints triggers a bindy action to read records from a fixed-length-record input file. For this purpose we are using camel bindy. I this conjuction we discovered that there is an issue when trying to locate those classes which are annotated with since the are located in a JAR-File. The project structure looks like this: - project-ear -- project-war  If we locate the classes directly at camel is able to discover the annotated classes. After some debugging we have found out, that is trying to open an InputStream like this: which of of course does not exist. If you remove in those cases ""/my/package"" from the File the resolver works perfectly well since will be called correctly.",non_debt,-
camel,8071,summary,unable to handle JAR-Files located at WEB-INF/lib,non_debt,-
camel,808,comment_0,Closing 1.5 issues,non_debt,-
camel,808,description,Just a ticket for a reminder for myself to improve the wiki documentation a bit for these two components.,documentation_debt,low_quality_documentation
camel,808,summary,http and jetty - improve documentation based on parent fix (dynamic options in URI) and some more samples,documentation_debt,low_quality_documentation
camel,8091,comment_0,Thanks for the PR,non_debt,-
camel,8091,description,"The does not consider the context property that is supposed to limit the size of the logged payload. It is possible to set a maxChars on the but that has a different semantics (limits the length of the formatted exchange, not of the message payload) and is complicated to set in some cases (e.g. in the case of the default error handler) The attached extension also honors the context property when formatting the exchange.",design_debt,non-optimal_design
camel,8091,summary,does not consider,non_debt,-
camel,8101,comment_1,Applied the patch into camel master branch with thanks to Pierre.,non_debt,-
camel,8101,comment_3,We need to update the documentation with the new command,documentation_debt,outdated_documentation
camel,8101,comment_4,Yes Totaly agree. I also want to add a aggregate example. I just sign the comiter agreement yesterday. Will update wiki soon. Best regards,documentation_debt,outdated_documentation
camel,8101,comment_5,Hi Pierre Did you have any chance to update the documentation?,documentation_debt,outdated_documentation
camel,8101,comment_6,Just did it. Thanks to remind me doing it. Could you review it as it is the first time i edit the wiki ?,non_debt,-
camel,8101,description,Add runCommand to MongoDB Camel component operations list Javadoc of MongoDB driver is there I should update wiki right after the PR is merge.,documentation_debt,outdated_documentation
camel,8101,summary,Add runCommand to MongoDB Camel component operations list,non_debt,-
camel,8120,comment_0,"If my current work load lets up before someone grabs this, I'll submit a patch.",non_debt,-
camel,8120,comment_1,Applied the patch into camel master branch.,non_debt,-
camel,8120,description,"The constructor of includes a boolean parameter, which is always set to true by the method (both directly and within which delegates to This parameter needs to be set to false when the end-of-frame delimiter is part of the message (e.g., the closing tag of an XML document), and therefore must not be discarded. Suggested fix: - Add a new constructor to that includes the parameter, which is then passed through to the delegate - Add a new method signature for that includes the parameter - refactor existing method to delegate to the new method",non_debt,-
camel,8120,summary,always strips delimiters,non_debt,-
camel,8174,comment_0,"Could you hold on this, as there is some thoughts for future Camel release with monitoring of long running exchanges, and as well being able to gain insight to current running exchanges, and do a per exchange dump of their message history, so you can view per exchange where it currently is, and its message tracing. So please wait till after new year and lets discuss here or on the mailing list.",non_debt,-
camel,8174,comment_1,"Hi Claus, I know you did some related work recently, this issue is try to do some work without changing the camel-core API which means we can back port the patch to the patch branch. I already committed the a patch for it, it just added a new class and some tests, but I can leave this JIRA open before we discuss it after new year.",non_debt,-
camel,8174,comment_2,"Yeah sure, lets work on a better solution for Camel 2.15 onwards.",non_debt,-
camel,8174,comment_3,"Willem, we have a better solution out of the box with the default inflight repoistory. It has a browse API now, that returns details about how long time the exchange has been inflight. And its also available from JMX so end users can use that to track long processing exchanges. And for Karaf we have a Camel command also. So I would like to remove the as its no longer needed, and also its code is not complete. Any thoughts?",design_debt,non-optimal_design
camel,8174,comment_4,"Hi Claus, It's good to see that we have better API to track the long processing exchange, I will remove the from the repo shortly.",code_debt,dead_code
camel,8174,comment_5,"Okay just a note the file hasnt been removed yet, but you have marked this ticket as resolved",non_debt,-
camel,8174,description,"It could be helpful is we can track the long processing exchange, user can log or send alarm when getting these exchange by extending the",non_debt,-
camel,8174,summary,Added to track the long processing exchange,non_debt,-
camel,8210,comment_0,"It's my fault, I should not force the script builder to use the compiled script which could cause NPE error. I just committed a quick fix for it.",non_debt,-
camel,8210,description,The CI server report this failure Which happens locally as well. I guess the test runs for a too short time to process all 200 messages. I get about 70-80 processed messages before it fails. Also the test prints to system out which should use the logger instead.,non_debt,-
camel,8210,summary,camel-script - A ruby test keeps failing,non_debt,-
camel,8218,comment_0,Applied the patch into camel master and camel-2.14.x branch.,non_debt,-
