project,text,classification
argouml,"/*
         * @see org.argouml.ui.targetmanager.TargetListener#targetAdded(
         * org.argouml.ui.targetmanager.TargetEvent)
         */",non_debt
argouml,"/*
     * @see java.beans.PropertyChangeListener#propertyChange(java.beans.PropertyChangeEvent)
     */",non_debt
argouml,"/*
     * @see org.argouml.ui.GUISettingsTabInterface#handleSettingsTabSave()
     */",non_debt
argouml,"/*
     * @see java.awt.event.ActionListener#actionPerformed(
     *      java.awt.event.ActionEvent)
     */",non_debt
argouml,"/*
     * @see org.argouml.ui.GUISettingsTabInterface#handleResetToDefault()
     */",non_debt
argouml,"/*
     * @see java.awt.event.ActionListener#actionPerformed(java.awt.event.ActionEvent)
     */",non_debt
argouml,"/*
     * @see org.argouml.application.api.CommandLineInterface#doCommand(java.lang.String)
     */",non_debt
argouml,"/*
     * @see javax.swing.Action#isEnabled()
     */",non_debt
argouml,"// must not be used in UML2; we model a method as a // OpaqueBehavior object that already has a body, so there is no need // to have an intermediate expression object",non_debt
argouml,// Set the tooltip string:,non_debt
argouml,"// as write in UML specification, we have size(bodies)==size(langs) // we must have tabValues.length%2==0",non_debt
argouml,// Set the tooltip string:,non_debt
argouml,"// Try to get the corresponding body and set it // to the current body // This _should_ work, if all the bodies // were stored with their corresponding languages.",non_debt
argouml,// Set the tooltip string:,non_debt
argouml,// Specify design issue category and knowledge type,non_debt
argouml,// Set the tooltip string:,non_debt
argouml,"/*
     * @see org.argouml.ui.explorer.rules.PerspectiveRule#getChildren(java.lang.Object)
     */",non_debt
argouml,"/* Let's just build a Statemachine, 
             * and put it in a suitable namespace. */",non_debt
argouml,"/*
     * @see org.argouml.ui.targetmanager.TargetListener#targetRemoved(
     *         org.argouml.ui.targetmanager.TargetEvent)
     */",non_debt
argouml,// upperPanel.setBorder(BorderFactory.createEtchedBorder());,non_debt
argouml,"/*
     * the model structure has changed significantly, eg a new project.
     * @see org.argouml.ui.explorer.TreeModelUMLEventListener#structureChanged()
     */",non_debt
argouml,"// buttonBox.add(Box.createRigidArea(new Dimension(0, 20)));",non_debt
argouml,"/*
     * @see org.argouml.ui.explorer.TreeModelUMLEventListener#modelElementChanged(java.lang.Object)
     */",non_debt
argouml,// String title = getUI().getDialogTitle(this);,non_debt
argouml,"/*
     * @see org.argouml.ui.targetmanager.TargetListener#targetRemoved(org.argouml.ui.targetmanager.TargetEvent)
     */",non_debt
argouml,"// TODO: Since there may be multiple top level elements in // a project, this should be using the default Namespace (currently // undefined) or something similar",non_debt
argouml,"/*
     * @see org.argouml.ui.explorer.rules.PerspectiveRule#getChildren(java.lang.Object)
     */",non_debt
argouml,// button action:,non_debt
argouml,// Detach any non-associationend edges (such as comment edges) already // attached before this association node is removed. // They'll later be re-attached to the new FigAssociation,non_debt
argouml,/* end class CrOppEndConflict */,non_debt
argouml,"/*
     * Report a progress to the ProgressMonitor window.
     * @see org.argouml.application.api.ProgressMonitor#updateProgress(int)
     */",non_debt
argouml,"/*
     * @see java.awt.event.ActionListener#actionPerformed(java.awt.event.ActionEvent)
     */",non_debt
argouml,"/*
     * @see org.argouml.ui.explorer.rules.PerspectiveRule#getDependencies(
     *         java.lang.Object)
     */",non_debt
argouml,"/*
     * @see java.awt.event.ActionListener#actionPerformed(java.awt.event.ActionEvent)
     */",non_debt
argouml,"/*
     * @see org.argouml.ui.explorer.rules.PerspectiveRule#getChildren(java.lang.Object)
     */",non_debt
argouml,"/*
     * @see java.awt.event.ActionListener#actionPerformed(java.awt.event.ActionEvent)
     */",non_debt
argouml,"/*
     * @see org.argouml.ui.explorer.rules.PerspectiveRule#getDependencies(java.lang.Object)
     */",non_debt
argouml,"/*
     * @see java.awt.event.ActionListener#actionPerformed(java.awt.event.ActionEvent)
     */",non_debt
argouml,"// If its an interface we have an interface end, otherwise its // something else and we should see if it is navigable. We don't // check that the end is a Classifier, rather than its child // ClassifierRole, since we have effectively eliminated that // possiblity in rejecting AssociationRoles above.",non_debt
argouml,"/*
     * @see java.awt.event.ActionListener#actionPerformed(java.awt.event.ActionEvent)
     */",non_debt
argouml,"/*
     * @see org.tigris.gef.presentation.FigEdge#setFig(org.tigris.gef.presentation.Fig)
     */",non_debt
argouml,// Set the tooltip string:,non_debt
argouml,"/*
     * @see org.argouml.ui.explorer.rules.PerspectiveRule#getRuleName()
     */",non_debt
argouml,// Make sure it's parseable as an number,non_debt
argouml,"/*
     * @see org.argouml.ui.explorer.rules.PerspectiveRule#getDependencies(java.lang.Object)
     */",non_debt
argouml,"//            select.setText(Translator.localize(""action.select""));",non_debt
argouml,"/*
     * @see org.argouml.ui.explorer.rules.AbstractPerspectiveRule#getChildren(java.lang.Object)
     */",non_debt
argouml,//                select.add(ActionAddEventAsDeferrableEvent.SINGLETON);,non_debt
argouml,"/*
     * @see org.argouml.ui.explorer.rules.PerspectiveRule#getDependencies(java.lang.Object)
     */",non_debt
argouml,"//        newMenu.setText(Translator.localize(""action.new""));",non_debt
argouml,"/*
     * @see org.argouml.ui.explorer.rules.PerspectiveRule#getChildren(java.lang.Object)
     */",non_debt
argouml,/*(MExtend)*/,non_debt
argouml,"/*
     * @see java.awt.event.ActionListener#actionPerformed(
     *      java.awt.event.ActionEvent)
     */",non_debt
argouml,"/*
     * @see java.awt.event.ActionListener#actionPerformed(java.awt.event.ActionEvent)
     */",non_debt
argouml,"/*
     * @see org.argouml.ui.explorer.rules.AbstractPerspectiveRule#getRuleName()
     */",non_debt
argouml,"/*
     * @see java.awt.event.ActionListener#actionPerformed(java.awt.event.ActionEvent)
     */",non_debt
argouml,"/*
     * @see org.argouml.ui.explorer.rules.PerspectiveRule#getChildren(java.lang.Object)
     */",non_debt
argouml,"/*
     * @see java.awt.event.ActionListener#actionPerformed(java.awt.event.ActionEvent)
     */",non_debt
argouml,// initialize basic parameters that are // different from Decision.UNSPEC,non_debt
argouml,"/*
     * @see java.awt.event.ActionListener#actionPerformed(java.awt.event.ActionEvent)
     */",non_debt
argouml,"/*
     * @see java.awt.event.ItemListener#itemStateChanged(java.awt.event.ItemEvent)
     */",non_debt
argouml,"/*
     * @see java.awt.event.ActionListener#actionPerformed(java.awt.event.ActionEvent)
     */",non_debt
argouml,"/* This next line presumes that the 1st fig with this owner
             * is the previous port - and consequently nullifies the owner
             * of this 1st fig. */",non_debt
argouml,"/*
     * @see java.awt.event.ActionListener#actionPerformed(java.awt.event.ActionEvent)
     */",non_debt
argouml,"/*
     * @see org.argouml.ui.explorer.rules.PerspectiveRule#getDependencies(java.lang.Object)
     */",non_debt
argouml,"/*
     * @see java.awt.event.ActionListener#actionPerformed(java.awt.event.ActionEvent)
     */",non_debt
argouml,"/*
     * @see org.argouml.uml.diagram.ui.FigNodeModelElement#renderingChanged()
     */",non_debt
argouml,"/*
     * @see java.awt.event.ActionListener#actionPerformed(java.awt.event.ActionEvent)
     */",non_debt
argouml,"/*
     * @see org.argouml.ui.explorer.rules.PerspectiveRule#getChildren(java.lang.Object)
     */",non_debt
argouml,"/*
     * @see java.awt.event.ActionListener#actionPerformed(java.awt.event.ActionEvent)
     */",non_debt
argouml,"/*
     * @see org.argouml.ui.explorer.rules.PerspectiveRule#getChildren(java.lang.Object)
     */",non_debt
argouml,// Set the tooltip string:,non_debt
argouml,"/*
     * @see org.argouml.ui.explorer.rules.PerspectiveRule#getChildren(java.lang.Object)
     */",non_debt
argouml,// Set the tooltip string:,non_debt
argouml,// Get the Association and its connections. // Iterate over all the AssociationEnds and check that each connected // classifier is in the same sub-system or model,non_debt
argouml,// Set the tooltip string:,non_debt
argouml,//$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$,non_debt
argouml,//////////////////////////////////////////////////////////////// // main methods,non_debt
argouml,"/*
     * @see org.argouml.ui.explorer.rules.PerspectiveRule#getDependencies(java.lang.Object)
     */",non_debt
argouml,// repair action for possible NP after load,non_debt
argouml,"/*
     * @see org.argouml.ui.explorer.rules.PerspectiveRule#getRuleName()
     */",non_debt
argouml,/* (MClassifier) */,non_debt
argouml,"/*
     * @see org.argouml.ui.explorer.rules.PerspectiveRule#getRuleName()
     */",non_debt
argouml,/* TRY SOME MORE ERRORS */,non_debt
argouml,"/*
     * @see org.argouml.ui.explorer.rules.PerspectiveRule#getChildren(java.lang.Object)
     */",non_debt
argouml,"/*
     * @see java.awt.event.ActionListener#actionPerformed(java.awt.event.ActionEvent)
     */",non_debt
argouml,"/*
     * @see org.argouml.ui.explorer.rules.PerspectiveRule#getChildren(java.lang.Object)
     */",non_debt
argouml,"/*
     * @see java.awt.event.ActionListener#actionPerformed(java.awt.event.ActionEvent)
     */",non_debt
argouml,"/*
     * @see org.argouml.ui.explorer.rules.PerspectiveRule#getRuleName()
     */",non_debt
argouml,"/*
     * @see java.awt.event.ActionListener#actionPerformed(java.awt.event.ActionEvent)
     */",non_debt
argouml,"/*
     * @see org.argouml.ui.explorer.rules.PerspectiveRule#getChildren(
     *         java.lang.Object)
     */",non_debt
argouml,"/*
     * @see java.awt.event.ActionListener#actionPerformed(java.awt.event.ActionEvent)
     */",non_debt
argouml,"/*
     * @see org.argouml.ui.explorer.rules.PerspectiveRule#getChildren(java.lang.Object)
     */",non_debt
argouml,"/*
     * @see java.awt.event.ActionListener#actionPerformed(java.awt.event.ActionEvent)
     */",non_debt
argouml,"/*
     * @see org.argouml.ui.explorer.rules.PerspectiveRule#getRuleName()
     */",non_debt
argouml,"/*
     * @see java.awt.event.ActionListener#actionPerformed(java.awt.event.ActionEvent)
     */",non_debt
argouml,"/*
     * @see org.argouml.ui.explorer.rules.PerspectiveRule#getChildren(java.lang.Object)
     */",non_debt
argouml,// Set the tooltip string:,non_debt
argouml,"/*
     * @see org.argouml.ui.explorer.rules.PerspectiveRule#getChildren(java.lang.Object)
     */",non_debt
argouml,// Set the tooltip string:,non_debt
argouml,"/*
     * @see org.argouml.ui.explorer.rules.PerspectiveRule#getDependencies(java.lang.Object)
     */",non_debt
argouml,// Set the tooltip string:,non_debt
argouml,"/*
     * @see org.argouml.ui.explorer.rules.PerspectiveRule#getChildren(java.lang.Object)
     */",non_debt
argouml,// Set the tooltip string:,non_debt
argouml,"/*
     * @see tudresden.ocl.parser.analysis.DepthFirstAdapter#caseAFeaturePrimaryExpression(tudresden.ocl.parser.node.AFeaturePrimaryExpression)
     */",non_debt
argouml,// Set the tooltip string:,non_debt
argouml,"/*
     * @see org.argouml.ui.explorer.rules.PerspectiveRule#getDependencies(java.lang.Object)
     */",non_debt
argouml,/* (MModelElement) */,non_debt
argouml,"/*
     * @see javax.swing.table.TableModel#isCellEditable(int, int)
     */",non_debt
argouml,//to be able to remove dependencies later,non_debt
argouml,"/*
     * @see org.argouml.ui.explorer.rules.PerspectiveRule#getChildren(java.lang.Object)
     */",non_debt
argouml,// TODO: Removed from UML 2.x - phase out usage - tfm 20070530,non_debt
argouml,"/*
     * @see javax.swing.table.TableModel#getColumnCount()
     */",non_debt
argouml,"/*
     * @see java.awt.event.ActionListener#actionPerformed(java.awt.event.ActionEvent)
     */",non_debt
argouml,"/*
     * @see org.argouml.uml.diagram.state.ui.FigState#getInitialY()
     */",non_debt
argouml,"/*
     * @see java.awt.event.ActionListener#actionPerformed(java.awt.event.ActionEvent)
     */",non_debt
argouml,"/*
     * @see org.argouml.ui.explorer.rules.PerspectiveRule#getDependencies(java.lang.Object)
     */",non_debt
argouml,"/*
     * @see java.awt.event.ActionListener#actionPerformed(java.awt.event.ActionEvent)
     */",non_debt
argouml,"/*
     * @see org.argouml.ui.explorer.rules.PerspectiveRule#getDependencies(java.lang.Object)
     */",non_debt
argouml,"/*
     * @see java.awt.event.ActionListener#actionPerformed(java.awt.event.ActionEvent)
     */",non_debt
argouml,"/*
     * @see org.argouml.uml.ui.UMLModelElementListModel2#isValidElement(Object)
     */",non_debt
argouml,"/*
     * @see java.awt.event.ActionListener#actionPerformed(java.awt.event.ActionEvent)
     */",non_debt
argouml,"/*
             * @see
             * java.awt.event.ActionListener#actionPerformed(java.awt.event.
             * ActionEvent)
             */",non_debt
argouml,"/*
     * @see java.awt.event.ActionListener#actionPerformed(java.awt.event.ActionEvent)
     */",non_debt
argouml,"/*
     * @see org.argouml.ui.explorer.rules.PerspectiveRule#getChildren(java.lang.Object)
     */",non_debt
argouml,// copy to new file and let the regular load code // do the actual load,non_debt
argouml,"/*
     * @see org.argouml.ui.explorer.rules.PerspectiveRule#getDependencies(
     *         java.lang.Object)
     */",non_debt
argouml,// Set the tooltip string:,non_debt
argouml,"/*
     * @see org.argouml.ui.explorer.rules.PerspectiveRule#getChildren(
     *         java.lang.Object)
     */",non_debt
argouml,// Set the tooltip string:,non_debt
argouml,"/*
     * @see org.argouml.ui.explorer.rules.PerspectiveRule#getDependencies(java.lang.Object)
     */",non_debt
argouml,// Set the tooltip string:,non_debt
argouml,"/*
     * @see org.argouml.ui.explorer.rules.PerspectiveRule#getRuleName()
     */",non_debt
argouml,// Set the tooltip string:,non_debt
argouml,"/*
     * @see org.argouml.ui.explorer.rules.PerspectiveRule#getDependencies(
     *         java.lang.Object)
     */",non_debt
argouml,// Set the tooltip string:,non_debt
argouml,"/*
     * @see org.argouml.ui.explorer.rules.PerspectiveRule#getDependencies(
     *         java.lang.Object)
     */",non_debt
argouml,/* end class ActionAddAttribute */,non_debt
argouml,"/*
     * @see org.argouml.ui.explorer.rules.PerspectiveRule#getChildren(java.lang.Object)
     */",non_debt
argouml,// Apparently this object had no getItemUID,non_debt
argouml,"/*
     * @see org.argouml.ui.explorer.rules.PerspectiveRule#getDependencies(java.lang.Object)
     */",non_debt
argouml,// since UML2 it's easier: TDs only via stereotypes,non_debt
argouml,//$NON-NLS-1$ //$NON-NLS-1$,non_debt
argouml,// Just mark for rebuild next time since we use lazy loading,non_debt
argouml,"/*
     * If the user double clicks on any part of this FigNode, pass it
     * down to one of the internal Figs. This allows the user to
     * initiate direct text editing.
     *
     * @see java.awt.event.MouseListener#mouseClicked(java.awt.event.MouseEvent)
     */",non_debt
argouml,// A stereotype got applied or removed // Just mark for rebuild next time since we use lazy loading,non_debt
argouml,"/*
     * @see org.argouml.ui.explorer.rules.PerspectiveRule#getDependencies(java.lang.Object)
     */",non_debt
argouml,"/*
     * @see Namespace#pushNamespaceElement(NamespaceElement)
     */",non_debt
argouml,"/*
     * @see org.argouml.ui.explorer.rules.PerspectiveRule#getChildren(java.lang.Object)
     */",non_debt
argouml,"/*
     * @see java.lang.Object#hashCode()
     */",non_debt
argouml,"// no concrete subclasses defined, this class is ""useless""",non_debt
argouml,"/*
     * @see org.tigris.swidgets.Dialog#nameButtons()
     */",non_debt
argouml,"/*
     * @see org.argouml.cognitive.critics.Critic#toDoItem( java.lang.Object,
     *      org.argouml.cognitive.Designer)
     */",non_debt
argouml,//////////////////////////////////////////////////////////////// // issue resolution,non_debt
argouml,"/*
     * @see org.argouml.ui.explorer.rules.PerspectiveRule#getDependencies(
     *         java.lang.Object)
     */",non_debt
argouml,// All strings collate before all UML elements,non_debt
argouml,"/*
     * @see org.argouml.ui.explorer.rules.PerspectiveRule#getRuleName()
     */",non_debt
argouml,// All strings collate before all UML elements,non_debt
argouml,// The attribute 'targetScope' of an AssociationEnd in UML1.x is no // longer supported in UML2.x,non_debt
argouml,// and then by their enclosing path to fully distinguish them,non_debt
argouml,"/*
     * @see org.argouml.ui.explorer.rules.PerspectiveRule#getChildren(java.lang.Object)
     */",non_debt
argouml,// Elements are collated first by name hoping for a quick solution,non_debt
argouml,"/*
     * @see org.argouml.ui.explorer.rules.PerspectiveRule#getChildren(java.lang.Object)
     */",non_debt
argouml,// Keep track of first non-equal comparison to use in case the // case-insensitive comparisons all end up equal,non_debt
argouml,"/*
     * @see org.argouml.ui.explorer.rules.PerspectiveRule#getDependencies(java.lang.Object)
     */",non_debt
argouml,// Add the action to the component,non_debt
argouml,// stop desiring the goal which should remove it from the model,non_debt
argouml,"// If the strings differed only in non-primary characteristics at // some point (case, accent, etc) pick an arbitrary, but stable,  // collating order.",non_debt
argouml,// first verify that the set goal priority did not add an extra goal,non_debt
argouml,"/* {transient=false, volatile=false} */",non_debt
argouml,"/*
     * @see org.argouml.ui.explorer.rules.PerspectiveRule#getChildren(java.lang.Object)
     */",non_debt
argouml,// Argo customization,non_debt
argouml,"/*
     * @see org.argouml.ui.explorer.rules.PerspectiveRule#getChildren(
     *         java.lang.Object)
     */",non_debt
argouml,// prohibit instantiation,non_debt
argouml,//////////////////////////////////////////////////////////////// // accessors,non_debt
argouml,// KeyEvent.isActionKey() method,non_debt
argouml,"/*
     * @see org.argouml.ui.explorer.rules.PerspectiveRule#getChildren(java.lang.Object)
     */",non_debt
argouml,// ignore,non_debt
argouml,"/*
     * @see org.argouml.ui.explorer.rules.PerspectiveRule#getDependencies(java.lang.Object)
     */",non_debt
argouml,// Apparently this object had no getUUID,non_debt
argouml,"/*
     * @see java.awt.event.KeyListener#keyPressed(java.awt.event.KeyEvent)
     */",non_debt
argouml,"// Apparently it had a getItemUID, // but we're not allowed to call it",non_debt
argouml,"/*
     * @see org.argouml.ui.explorer.rules.PerspectiveRule#getChildren(java.lang.Object)
     */",non_debt
argouml,"// Apparently it had a getItemUID, // but we're not allowed to call it",non_debt
argouml,//$NON-NLS-1$,non_debt
argouml,"// Apparently it had a getItemUID, // but we're not allowed to call it",non_debt
argouml,"/*
     * @see org.argouml.ui.explorer.rules.PerspectiveRule#getDependencies(java.lang.Object)
     */",non_debt
argouml,// Apparently this object had no setItemUID,non_debt
argouml,"/*
     * @see org.argouml.ui.explorer.rules.PerspectiveRule#getDependencies(java.lang.Object)
     */",non_debt
argouml,"// Apparently it had a setItemUID, // but we're not allowed to call it",non_debt
argouml,/* (MMessage) */,non_debt
argouml,"// Apparently it had a setItemUID, // but we're not allowed to call it",non_debt
argouml,"/*
     * @see org.argouml.ui.explorer.rules.PerspectiveRule#getChildren(java.lang.Object)
     */",non_debt
argouml,"// class preloading, so packages are there...",non_debt
argouml,"/*
     * @see org.argouml.ui.explorer.rules.PerspectiveRule#getChildren(java.lang.Object)
     */",non_debt
argouml,"// ...getPackage() can return null's, so we have to // cater for this:",non_debt
argouml,"/*
     * @see java.lang.Throwable#printStackTrace(java.io.PrintStream)
     */",non_debt
argouml,"/* Switch the value back off, so that we will
                     * get notified again next time.
                     */",non_debt
argouml,"/*
     * @see org.argouml.ui.explorer.rules.PerspectiveRule#getDependencies(java.lang.Object)
     */",non_debt
argouml,// Ignore any nested exceptions. We don't want infinite loop.,non_debt
argouml,"/*
     * @see org.argouml.ui.explorer.rules.PerspectiveRule#getChildren(java.lang.Object)
     */",non_debt
argouml,// Didn't work.,non_debt
argouml,// First step. Create the panel if not already done and options are // available. Otherwise it retains its default value of null.,non_debt
argouml,// Likely a NoSuchMethodException or an IllegalAccessException loading/invoking eawt.Application methods,non_debt
argouml,"/*
     * @see org.argouml.kernel.AbstractProjectMember#getZipFileExtension()
     */",non_debt
argouml,"// If the target method returns a boolean, use that as a hint",non_debt
argouml,"/*
     * @see org.argouml.ui.explorer.rules.PerspectiveRule#getDependencies(java.lang.Object)
     */",non_debt
argouml,// For eclipse setup,non_debt
argouml,"/*
     * @see org.tigris.swidgets.Dialog#nameButtons()
     */",non_debt
argouml,// For ant setup,non_debt
argouml,"/*
     * @see TargetListener#targetAdded(TargetEvent)
     */",non_debt
argouml,// When running from maven,non_debt
argouml,"/*
     * @param node
     * @see tudresden.ocl.parser.analysis.DepthFirstAdapter#caseAStandardDeclarator(tudresden.ocl.parser.node.AStandardDeclarator)
     */",non_debt
argouml,"// If we're setting a handler, enable the Preferences menu item by calling // com.apple.eawt.Application reflectively",non_debt
argouml,"/*
     * @see javax.swing.plaf.metal.MetalTheme#getPrimary3()
     */",non_debt
argouml,// Override OSXAdapter.callTarget to send information on the // file to be opened,non_debt
argouml,"/*
     * @see org.argouml.uml.cognitive.critics.CrUML#predicate2(
     *      java.lang.Object, org.argouml.cognitive.Designer)
     */",non_debt
argouml,// Ignore if the directory does not exist. // This error will throw when running from the Eclipse setup.,non_debt
argouml,"/*
     * @see tudresden.ocl.parser.analysis.DepthFirstAdapter#caseAMultiplicativeExpressionTail(tudresden.ocl.parser.node.AMultiplicativeExpressionTail)
     */",non_debt
argouml,// Ignore if the directory does not exist. // This error will throw when running from the Eclipse setup.,non_debt
argouml,"/*
     * @see org.argouml.cognitive.ToDoItem#deselect()
     */",non_debt
argouml,"// There was a comment saying that the below has no cycles, but // Classycle thinks there's a cycle here too, so I believe there // really is one - tfm 20070702 //            ""org.argouml.uml.cognitive.critics"",",non_debt
argouml,"// Just completed the first step where we make our choices. First // see if we have a choice. We always should, so print a rude // message if we don't",non_debt
argouml,"//TODO:{""org.argouml.ui"", ""org.argouml.cognitive.ui""},//fails due to subpackages //TODO:{""org.argouml.cognitive"", ""org.argouml.cognitive.critics""},",non_debt
argouml,"/*
     * @see org.argouml.cognitive.checklist.CheckItem#expand(java.lang.String,
     *      java.lang.Object)
     */",non_debt
argouml,"//{""org.argouml.kernel"", ""org.argouml.uml.diagram.ui""},//why does this fail?",non_debt
argouml,"/*
     * @see javax.swing.plaf.metal.MetalTheme#getControlTextFont()
     */",non_debt
argouml,// do nothing by design,non_debt
argouml,//TODO: different critic or special message for classes //that inherit all ops but define none of their own.,non_debt
argouml,// Obey the contract ourselves!,non_debt
argouml,"/*
     * @see org.argouml.uml.cognitive.critics.CrUML#getCriticizedDesignMaterials()
     */",non_debt
argouml,// register all of the event listener trackers,non_debt
argouml,"/*
     * @see org.argouml.ui.Clarifier#setFig(org.tigris.gef.presentation.Fig)
     */",non_debt
argouml,// remove all of the listeners,non_debt
argouml,"/*
     * @see org.tigris.gef.presentation.Fig#getLineWidth()
     */",non_debt
argouml,// fire all of the diagram events,non_debt
argouml,// success,non_debt
argouml,// fire all of the generator events,non_debt
argouml,// no good trigger,non_debt
argouml,// fire all of the help events,non_debt
argouml,"/*
     * @see javax.swing.table.TableModel#isCellEditable(int, int)
     */",non_debt
argouml,// fire all of the notation events,non_debt
argouml,"/*
     * @see org.argouml.cognitive.critics.Critic#getWizardClass(org.argouml.cognitive.ToDoItem)
     */",non_debt
argouml,// keep track of total events fired,non_debt
argouml,//$NON-NLS-1$,non_debt
argouml,// keep track of which events fired,non_debt
argouml,"/*
     * @see org.argouml.uml.cognitive.critics.AbstractCrUnconventionalName#computeSuggestion(java.lang.String)
     */",non_debt
argouml,// X // X,non_debt
argouml,"/*
     * @see org.argouml.uml.cognitive.critics.CrUML#getCriticizedDesignMaterials()
     */",non_debt
argouml,// initialize the event listener trackers which // verify that all of the proper events were fired,non_debt
argouml,"/*
     * @see org.argouml.cognitive.Poster#stillValid(
     *      org.argouml.cognitive.ToDoItem, org.argouml.cognitive.Designer)
     */",non_debt
argouml,"// Display events are fired on the Swing event thread. // We need to wait for them to be dispatched // NOTE: if more display events are added to this test, this one // needs to be last",non_debt
argouml,"/* TODO: MVW: I think this has to be:
                 * clone.nameFig = (FigSingleLineText) cloneFig;
                 * but have not the means to investigate,
                 * since this code is not yet used.
                 * Enable the menu-items for Copy/Paste to test...
                 * BTW: In some other FigNodeModelElement
                 * classes I see the same mistake. */",non_debt
argouml,// counts each bit that has been fired,non_debt
argouml,//$NON-NLS-1$ //$NON-NLS-1$,non_debt
argouml,"/* ResolvedCritic(String, List) */",non_debt
argouml,"/*
     * @see javax.management.NotificationEmitter#removeNotificationListener(javax.management.NotificationListener, javax.management.NotificationFilter, java.lang.Object)
     */",non_debt
argouml,"/* ResolvedCritic(Critic, ListSet) */",non_debt
argouml,// The interface realization will be created in the client namespace // (client is a namespace),non_debt
argouml,"/* ResolvedCritic(Critic, ListSet, boolean) */",non_debt
argouml,"/*
     * @see org.argouml.uml.cognitive.critics.CrUML#getCriticizedDesignMaterials()
     */",non_debt
argouml,"/* testmc should now have an ItemUID so we should be able to
         * create without adding a new ItemUID */",non_debt
argouml,"/*
     * @see org.argouml.uml.cognitive.critics.CrUML#predicate2(
     *      java.lang.Object, org.argouml.cognitive.Designer)
     */",non_debt
argouml,// verify isRelevant returns true,non_debt
argouml,"/*
     * @see org.argouml.uml.cognitive.critics.CrUML#getCriticizedDesignMaterials()
     */",non_debt
argouml,// set enabled to false and check the opposite condition,non_debt
argouml,"/*
     * @see org.tigris.gef.presentation.Fig#getLineColor()
     */",non_debt
argouml,// verify isRelevant not is false,non_debt
argouml,"/*
     * @see org.argouml.uml.cognitive.critics.CrUML#getCriticizedDesignMaterials()
     */",non_debt
argouml,// NotSnoozedCM isRelevant checks if the critic is snoozed // snooze the critic to verify isRelevant returns false,non_debt
argouml,"/*
     * @see org.argouml.model.AbstractModelEventPump#removeModelEventListener(java.beans.PropertyChangeListener,
     *      java.lang.Object, java.lang.String[])
     */",non_debt
argouml,// unsnooze the critic to verify the critic is not relevant,non_debt
argouml,"/*
     * @see org.argouml.uml.cognitive.critics.CrUML#predicate2(
     *      java.lang.Object, org.argouml.cognitive.Designer)
     */",non_debt
argouml,// verify isRelevant is true,non_debt
argouml,// container state / composite state,non_debt
argouml,// verify isRelevant is still false,non_debt
argouml,"/*
     * @see org.argouml.model.UmlHelper#move(java.lang.Object, org.argouml.model.UmlHelper.Direction)
     */",non_debt
argouml,// isRelevant should now be true,non_debt
argouml,//    private static final StereotypeView[] stereotypeViewMap; //     //    static { //        stereotypeViewMap = new StereotypeView[3]; //        StereotypeView. //        stereotypeViewMap[DiagramAppearance.STEREOTYPE_VIEW_TEXTUAL] =  //            StereotypeView.TEXTUAL; //        stereotypeViewMap[DiagramAppearance.STEREOTYPE_VIEW_BIG_ICON] =  //            StereotypeView.BIG_ICON; //        stereotypeViewMap[DiagramAppearance.STEREOTYPE_VIEW_SMALL_ICON] =  //            StereotypeView.SMALL_ICON; //    },non_debt
argouml,// isRelevant should still be true,non_debt
argouml,"/*
     * @see org.argouml.model.UmlHelper#getDestination(java.lang.Object)
     */",non_debt
argouml,// initialize test data,non_debt
argouml,"/*
     * @see org.argouml.uml.cognitive.critics.CrUML#predicate2(
     *      java.lang.Object, org.argouml.cognitive.Designer)
     */",non_debt
argouml,// initialize the ToDoList,non_debt
argouml,"/*
     * @see org.argouml.uml.cognitive.critics.CrUML#getCriticizedDesignMaterials()
     */",non_debt
argouml,// add a ToDoItem,non_debt
argouml,"// if the current shortcut has been set but is void, then the // current shortcut is not set --> then the default value does not // change",non_debt
argouml,// redundantly add item again which should be ignored,non_debt
argouml,"/*
     * @see javax.swing.table.TableModel#getColumnClass(int)
     */",non_debt
argouml,// size should be 1 since addition of second item would have been ignored,non_debt
argouml,"/*
     * @see org.argouml.cognitive.ui.Wizard#doAction(int)
     */",non_debt
argouml,// retrieve item,non_debt
argouml,"/*
     * @see javax.swing.Icon#paintIcon(java.awt.Component, java.awt.Graphics,
     * int, int)
     */",non_debt
argouml,// remove item,non_debt
argouml,"/*
     * @see org.argouml.cognitive.Poster#stillValid(
     *      org.argouml.cognitive.ToDoItem, org.argouml.cognitive.Designer)
     */",non_debt
argouml,// size should be 0 since item was removed,non_debt
argouml,"/*
     * @see org.argouml.uml.cognitive.critics.CrUML#getCriticizedDesignMaterials()
     */",non_debt
argouml,// initialize the GoalModel,non_debt
argouml,"/* If the source of the event is an UML object,
             * e.g. the owner of this Fig (but not always only the owner
             * is shown, e.g. for a class, also its attributes are shown),
             * then the UML model has been changed.
             */",non_debt
argouml,// change priority of unspecified goal so we can verify it was updated,non_debt
argouml,"/*
     * @see org.argouml.uml.cognitive.critics.CrUML#predicate2(
     *      java.lang.Object, org.argouml.cognitive.Designer)
     */",non_debt
argouml,// check that the model correctly updates a goal's priority,non_debt
argouml,"/*
     * @see org.argouml.uml.cognitive.critics.CrUML#predicate2(
     *      java.lang.Object, org.argouml.cognitive.Designer)
     */",non_debt
argouml,// test the removal of a goal,non_debt
