project,issue_key,section,type,indicator,text
Chromium,CHROMIUM-41571,comment_3,non_debt,-,"I checked on Windows, and it worked for the beta (5.0.342.9) and not the dev (5.0.375.3). So it does look like a regression."
Chromium,CHROMIUM-41571,comment_4,non_debt,-,"Removing Regression because we never intended to support non-UTF-8 encodings. If we did in the past on Windows, it's a 'bug' (not a feature) and we 'fixed' it."
Chromium,CHROMIUM-41571,comment_5,non_debt,-,"I mean it's nice and all to support other encodings. I thought it wasn't realistic to do so without indicating somewhere what the encoding of the file is w/ metadata. There's a limit to how much detection that can be done, right?"
Chromium,CHROMIUM-41571,comment_6,requirement_debt,non-functional_requirements_not_fully_satisfied,"It is possible to guess the encoding w/o metadata, but that wouldn't be accurate (and it would probably bring in interesting security issues). I think we should stick to UTF-8."
Chromium,CHROMIUM-41571,comment_7,design_debt,non-optimal_design,"No encoding detection is bullet-proof as wrote. In some cases in Chrome, we don't have any other choice and we do the encoding detection (e.g. FTP directory listing) In this case, we explicitly (hope we made it clear in our documents) said that it has to be UTF-8. So, we don't want to be generous. We could have introduced an encoding specification mechanism, but people tend to make a mistake (either forget to specify one or mis-specify). If it's not specified, the default would be UTF-8 anyway. We don't have a baggage of legacy encodings and just supporting UTF-8 only is clean, IMHO. That's what new file formats do (e.g. JSON's default is UTF-8 while it can be also in UTF-16/32 but nothing else). We can consider supporting UTF-16, but there's little to gain."
Chromium,CHROMIUM-41571,comment_9,non_debt,-,1.Create a javascript page in ISO-8859-1 with a extended ASCII character 2.Inject it into a web page as a content script via an extension or 1.Install the attached extension 2.Goto www.google.com 3.Open the dev tools. 4.Witness the blank console. EXPECTED: content script does what it was supposed to ACTUAL: content script is not evaluated Please use labels and text to provide additional information. Seen on 5.0.375.3 (Official Build 44229) dev Linux. Haven't tested others yet.
Chromium,CHROMIUM-41571,description,non_debt,-,1.Create a javascript page in ISO-8859-1 with a extended ASCII character 2.Inject it into a web page as a content script via an extension or 1.Install the attached extension 2.Goto www.google.com 3.Open the dev tools. 4.Witness the blank console. EXPECTED: content script does what it was supposed to ACTUAL: content script is not evaluated Please use labels and text to provide additional information. Seen on 5.0.375.3 (Official Build 44229) dev Linux. Haven't tested others yet.
Chromium,CHROMIUM-41571,summary,non_debt,-,41571: We should throw a loud error when invalid encoding is used for content scripts
Chromium,CHROMIUM-41587,comment_0,non_debt,-,"Moving all bugs marked as untriaged and mstone X to be available rather than untriaged. If you think this is in error, please feel free to set back to untriaged."
Chromium,CHROMIUM-41587,comment_1,non_debt,-,"There is currently no Storage panel, and search works for the Resources panel."
Chromium,CHROMIUM-41587,description,requirement_debt,requirement_partially_implemented,"For the Storage panel, search isn't implemented."
Chromium,CHROMIUM-41587,summary,non_debt,-,41587: Search doesn't work in the Storage panel
Chromium,CHROMIUM-41644,comment_0,non_debt,-,autocomplete=off for credit cards on amazon.com .
Chromium,CHROMIUM-41644,description,non_debt,-,"1. Navigate to www.amazon.com and Sign in 2. Click on your account link on the top right 3. In payment, click on Add a credit card 4. Double click on the CC field To show the CC profiles Nothing Google Chrome 5.0.375.8 (Official Build 44607) Chromium 5.0.379.0 (Developer Build 44656)"
Chromium,CHROMIUM-41644,summary,non_debt,-,41644: Amazon.com: AutoFill doesn't fill the CC details
Chromium,CHROMIUM-41924,comment_0,non_debt,-,"Whoops, wrong bug."
Chromium,CHROMIUM-41924,comment_1,non_debt,-,I think our behavior here is mandated and we don't have the freedom to do what you ask. Passing this off to more knowledgeable folks so one of them can close.
Chromium,CHROMIUM-41924,comment_2,non_debt,-,"I don't think our hands are tied as far as web compat or standards bodies go, but I don't see how we could implement such a thing without exposing new APIs. You need application specific knowledge to make this work. Consider the following case: <input type=checkbox <input type=checkbox <br <input type=checkbox <input type=checkbox What is the correct behavior if you check the first checkbox and then shift+click the last one. Without some grouping information provided by the page, there's no technically feasible way for the browser to figure out the correct behavior. In an app like Gmail, we happen to know the checkboxes are all in a row, but there's no reasonable way to determine that programatically. As such, closing this bug, but feel free to reopen if I'm missing something. If you think this deserves a new API, the best place to take this up is at whatwg@whatwg.org to try to get it added to HTML."
Chromium,CHROMIUM-41924,description,non_debt,-,"Chrome should provide a feature so that when I do: 1. Click to select (or unselect) a checkbox 2. Hold down shift and click on another checkbox Then: All checkboxes between checkbox 1 and 2 should be ticket (on unticked) too. This is what happens in GMail with checkboxes. Implemntation-wise this should probably not cross <form <form I have a bike: <input type=""checkbox"" name=""vehicle"" value=""Bike"" / <br / I have a car: <input type=""checkbox"" name=""vehicle"" value=""Car"" / <br / I have an airplane: <input type=""checkbox"" name=""vehicle"" value=""Airplane"" / </form And <form I have something else: <input type=""checkbox"" name=""vehicle"" value=""Something"" / </form Clicking on Bike and then shift-clicking on Airplane should select Bike,Car,Airplane, but clicking on Bike and then shift-clicking on Something should only select Bike and Something."
Chromium,CHROMIUM-41924,summary,non_debt,-,"41924: Chrome should do GMail-like shift+click to select multiple checkboxes on all <input type=""checkbox""> forms"
Chromium,CHROMIUM-42130,comment_0,non_debt,-,Closing issues with PyAuto in the summary (PyAuto is gone). Please reopen if this issue should not have been closed.
Chromium,CHROMIUM-42130,description,non_debt,-,"Platform: Mac OS X Version 10.5.8 (Build 9L31a) Processor: 2 Intel 2.33 GHz RAM: 2048 MB Chrome: Chrome version: 5.0.381.0 r44886 QuickTime Player: 7.6.6 Flash Player: 10.0.45.2 I am trying to get the tab title for a the warning page ""Malware Detected!"", but pyauto's GetActiveTabTitle returns a nil. Can we get this functionality in pyauto please?"
Chromium,CHROMIUM-42130,summary,non_debt,-,42130: Pyauto does not capture the tab titles for internal pages
Chromium,CHROMIUM-42250,description,non_debt,-,"ChromeFrame 5.0.383.0 (Official Build 45131) OS: Windows 7 Host browser: IE8 Precondition  ChromeFrame installed. 1. In IE, go to gcf: 2. Right-click on popup-blocker infobar. Select ""Pop-up Blocked"" ""Temporarily allow pop-ups"" from context menu. Popup should be size and position specified in JavaScript on page. Pop-up window is full-sized and not located at specified position."
Chromium,CHROMIUM-42250,summary,non_debt,-,"42250: [CF] ChromeFrame ignores specified popup window size, position"
Chromium,CHROMIUM-42507,comment_0,non_debt,-,"Meant to say ""current"" not ""currently"" in the title."
Chromium,CHROMIUM-42507,comment_1,non_debt,-,I'm not sure if you want the same behaviour as I do but this worked for me: Returns to last active tab after closing and also lets me to create all new tabs at the end of tabstrip.
Chromium,CHROMIUM-42507,comment_2,non_debt,-,"I can confirm this problem. When the active tab is closed, Chrome should return to the last visible tab or to the opener. If neither are available, it should focus the closest one (left is preferable)."
Chromium,CHROMIUM-42507,comment_3,non_debt,-,"Reproduced with Chrome 15.0.874.54 beta. We should remove B from the group/tree (however this is internally represented) when it is moved away in step 3, as by moving it away the user has indicated that it is no longer related."
Chromium,CHROMIUM-42507,comment_4,defect_debt,uncorrected_known_defects,"There are some other bugs on focus order that cover some specific cases where I think we get things wrong, but this bug is more general and I don't think should be fixed."
Chromium,CHROMIUM-42507,description,non_debt,-,": : 1. Go to any page (call this tab A). 2. Open two tabs from it (B and C). 3. Optionally move B out of the way, to verify whether tab order has any influence on the issue (seems it doesn't). 4. Activate then close tab C. Focus returns to tab B. Seems ok this time. 5. Reactivate tab A, and open another tab from it (D). 6. Activate and close tab D. Focus again returns to tab B instead of A. 7. Keep repeating. Focus always returns to old tab B rather than parent (and most recently active and adjacent) tab A, forcing you to keep manually reselecting A. When closing tab, focus should return to either an adjacent tab (as all other browsers seem to do), or even the most recently ""created or activated"" (vs just ""created""). Focus returns to most recently created tab still open, even if it was opened long ago, has not been recently active, and has no relation to the tab just closed."
Chromium,CHROMIUM-42507,summary,non_debt,-,42507: Closing current tab returns focus to (subjectively) wrong tab.
Chromium,CHROMIUM-42634,comment_0,non_debt,-,Scrolling also breaks if you place the right side of the window offscreen. It looks like the signal to scroll comes when the mouse is outside the bounds of the window. Safari starts scrolling when the mouse is over the vertical scrollbar rather than completely outside the window.
Chromium,CHROMIUM-42634,comment_2,non_debt,-,"Mac triage: re-tested this locally. On Mac, if you have a file with very long lines (for example, I did 'head -500 | paste -d "" "" -s -', then wrapped that in <pre Our behavior is more or less identical to Safari's now. Calling this WontFix."
Chromium,CHROMIUM-42634,description,code_debt,slow_algorithm,"1. Open a webpage with very long text lines (such as buildbot compile stdio) 2. Maximize the window 3. Start selecting a very long line using the mouse Similar as in not-maximized windows, the scrolling should accelerate. On Linux: Scrolling stays painfully slow On Mac: Doesn't scroll at all Please use labels and text to provide additional information."
Chromium,CHROMIUM-42634,summary,non_debt,-,42634: Scrolling does not work when selecting text with the mouse in maximized windows
Chromium,CHROMIUM-42962,comment_0,non_debt,-,"3 working days to go before branch point, punting all p3 bugs to mstone 8"
Chromium,CHROMIUM-42962,comment_1,non_debt,-,"Since we are passed the branch, moving all mstone-8 issues to mstone-9 for triage/punting"
Chromium,CHROMIUM-42962,comment_2,non_debt,-,I’m sorta working on 3 and 6 and maybe 4.
Chromium,CHROMIUM-42962,comment_3,non_debt,-,3 and 6 covered in .
Chromium,CHROMIUM-42962,comment_5,non_debt,-,"3 and 6 fixed in r90371 . If I do the other parts, it’ll be under a separate bug. 2 and 4 remain, and I might also want to add the icon to the dock during install-from-dmg."
Chromium,CHROMIUM-42962,comment_6,non_debt,-,For further follow-ups: Comment 0 item 4 is bug 87622 . Eject original disk image volume and trash disk image file after installation. Comment 10 is bug 87623 . Create persistent Dock icon. Comment 0 item 2 is bug 87624 . Update from disk image.
Chromium,CHROMIUM-42962,description,non_debt,-,"Parts 2-4 carried over from bug 40265 as post-M5 work. (Parts 1 and 5 were fixed for M5.) 2. Update from disk image. If Chrome is already installed, and the installed version is older than the running version, offer to update the installed version. Some speculative strings for this were checked in. 3. (If needed.) Better control of who's running. The relaunched installed process may want to wait for the parent to exit early on in its main, before attempting to use the profile or anything. 4. (Maybe.) Try to eject the disk image after relaunch? And a new part 6: 6. The installed copy, when launched, is not in the foreground. It should start in the foreground if the original copy that did the installation was in the foreground when it completed the installation. This may dovetail with part 3."
Chromium,CHROMIUM-42962,summary,non_debt,-,42962: Install from disk image followups
Chromium,CHROMIUM-4300,comment_0,non_debt,-,"Thanks for attaching the image, however without the counter example of what the good representation is supposed to look like... as best I can tell it's just a spam message and not really clear what the issue might be. If you happen to have any external sites that are live that reproduce this issue, that would be very helpful."
Chromium,CHROMIUM-4300,comment_1,non_debt,-,"it's not a spam message- i know who sent it. the text is rendered in 'symbol' font for some reason. it's just a mail showing up in Yahoo Mail, but for some reason it showed up in that font."
Chromium,CHROMIUM-4300,comment_2,non_debt,-,"Does it happen to all your emails at Yahoo Mail or just that email? If it's just that email, can you take a look at the 'original' and see if it's text/plain or text/html ? I guess Yahoo Mail lets you see the 'original' (what's actually sent over the wire). What's your font setting in Options | Minor Tweaks | Fonts and Encoding for Serif, Sans-serif and Fixed-width?"
Chromium,CHROMIUM-4300,comment_3,non_debt,-,"That is the first time I saw it from an incoming mail. I THOUGHT I saw the font switch by itself, and in fact when I sent out an email and looked at it afterwards..it was in that symbol font..and I had not, of course, changed it. I always use the text/html version."
Chromium,CHROMIUM-4300,comment_4,non_debt,-,"Xiaolu, can you make an account at Yahoo and see what's going on? Thank you."
Chromium,CHROMIUM-4300,comment_5,non_debt,-,"Yahoo mail has an option to select the font used for plain text, if ""Symbol"" font is selected there, when an incoming email is original wrote in ""Plain Text"" mode, the English text will be rendered using ""Symbol"" font (looks like Greek). So, 007brinkeguthrie, can you please check what font is selected for plain text of your Yahoo account? It is under ""Mail Options- If this is the case, I think it works as intended, however, with ""Symbol"" font selected, Chrome and IE7 do use Symbol font but Firefox and Safari don't. Please refer picture attached."
Chromium,CHROMIUM-4300,comment_6,non_debt,-,"Xiaolu, can you look at the html source of Yahoo mail with 'Symbol' selected? Alternatively, using DOM inspector, which font is used to render text in question? Well, we should just make a simple test with 'Symbol' font specified."
Chromium,CHROMIUM-4300,comment_7,non_debt,-,I attached a simple test file with font-family set to Symbol: 1. Chrome and IE7 do use Symbol font 2. Firefox and Safari don't URL:
Chromium,CHROMIUM-4300,comment_8,non_debt,-,Would be good to fix this for next release.
Chromium,CHROMIUM-4300,comment_9,non_debt,-,"BTW, I don't think it can be Ok in IE because the current IE's behavior is the same as Chrome (violating the CSS standard). As noted in issue 3766 , Firefox and trunk webkit treat <font face=""Symbol"" It's a decision/compromise made a long time ago in Mozilla bugzilla after a heated debate. Just FYI, IE is not likely to change its behavior because MS office is perhaps the largest ""offender"" in that its html export produces bullets styled with 'dingbat'-like fonts whose code points are ASCII-range characters."
Chromium,CHROMIUM-4300,description,design_debt,non-optimal_design,: mail.yahoo.com : NA : 1. seems random 2. 3. Normal rendering of font 'symbol' font appears Attach a screenshot if possible. sometimes font of email in new yahoo mail changes; IE to 'symbol.' see SS.
Chromium,CHROMIUM-4300,summary,design_debt,non-optimal_design,4300: New Yahoo Mail shows wrong font
Chromium,CHROMIUM-4312,description,non_debt,-,Go to: Customize and control Google Chrome press 'CTRL+SHIFT+B' to open Bookmark Manager properties window II. Issue: -- Under Bookmark Manager properties window following needs to be translated 1. Organize 2. Tools 3. Import Bookmarks... 4. Export Bookmarks... 5. Recently Added 6. Search 7. Title 8. URL 9. Folder See Attached Screen Shot
Chromium,CHROMIUM-4312,summary,non_debt,-,"4312: Under Bookmark Manager Organize, Tools, Import bookmarks and others need to be translated"
Chromium,CHROMIUM-43196,comment_2,code_debt,dead_code,"Fixed at r46480 , and at r46483 on the 375 branch because it’s quite literally of no consequence other than that it removes unnecessary console output."
Chromium,CHROMIUM-43196,comment_3,non_debt,-,Google Chrome 6.0.397.0 (Official Build 46549) WebKit 533.8 V8 2.2.8
Chromium,CHROMIUM-43196,description,requirement_debt,requirement_partially_implemented,"There’s a NOTIMPLEMENTED at It results in this log spew every time I go from a New Tab page to a real page, like this: w_cocoa.mm(148)] Not implemented reached in virtual void Should we get rid of the NOTIMPLEMENTED there so that we don’t release a stable version that’s so chatty?"
Chromium,CHROMIUM-43196,summary,requirement_debt,requirement_partially_implemented,43196: Log spew: “Not implemented reached in virtual void
Chromium,CHROMIUM-43303,description,non_debt,-,": : : 1.Type Values in 3 ""Coded"" input boxes 2.Click ""ADD"" 3.Type value in fourth box 4.Click ""ADD"", the value in the 4th (and subsequent) boxes will disappear (this does not happen with IE/FF) Values in the Control Array are maintained when adding elements. Dynamically created control's values are lost when additional controls are added to the array. Attach a screenshot if possible."
Chromium,CHROMIUM-43303,summary,non_debt,-,43303: Dynamically created control array values
Chromium,CHROMIUM-4363,comment_0,non_debt,-,Are we interested in enabling the tags so they get compiled in our builds? They'll be completely non-functional but having them compiled in builds might be handy in case WebKit/V8 code gets changed.
Chromium,CHROMIUM-4363,comment_10,non_debt,-,refers to this bug in It is correct apart from font/control differences and should be re-baselined.
Chromium,CHROMIUM-4363,comment_1,non_debt,-,We probably shouldn't surface the features to the web until they are ready. Our iterative approach to promoting builds from dev channel to beta channel may result in any decent trunk build making its way to many users.
Chromium,CHROMIUM-4363,comment_2,non_debt,-,"That said, if you can find a way to compile everything in, but only surface the features with a command line, then all the better. That way you can have your cake and eat it too."
Chromium,CHROMIUM-4363,comment_3,non_debt,-,"""...with a command line [flag], then..."""
Chromium,CHROMIUM-4363,comment_4,non_debt,-,Implementation should consider using liboggplay
Chromium,CHROMIUM-4363,comment_5,non_debt,-,Moving out of 2.0.
Chromium,CHROMIUM-4363,comment_6,non_debt,-,Moving out of Mstone:2.1 as there just isn't enough time to work on this issue.
Chromium,CHROMIUM-4363,comment_7,non_debt,-,Consider using liboggplay for basis of implementation...
Chromium,CHROMIUM-4363,comment_9,non_debt,-,Closing as they were enabled in dev channel over a month ago. Refer to label:Video for bugs relating to the implementation.
Chromium,CHROMIUM-4363,description,non_debt,-,Enable HTML5 video/audio elements
Chromium,CHROMIUM-4363,summary,non_debt,-,4363: [HTML5-Video] Enable HTML5 video/audio elements
Chromium,CHROMIUM-43816,description,non_debt,-,"uses IDS_ values as well as IDC_ values for command ids for its menu items. AFAIK these can overlap, which would cause problems. IDC_ values should be added for all the cases where they don't already exist."
Chromium,CHROMIUM-43816,summary,non_debt,-,43816: possible command id conflicts in
Chromium,CHROMIUM-44055,comment_0,non_debt,-,duplicate of 44057
Chromium,CHROMIUM-44055,description,non_debt,-,"Docked-Mode Having to resize the window is annoying, very annoying."
Chromium,CHROMIUM-44055,summary,non_debt,-,44055: WebInspector: Docked-Mode
Chromium,CHROMIUM-44084,comment_0,non_debt,-,Build: 6.0.401.1 (Official Build 47018). Confirmed.
Chromium,CHROMIUM-44084,comment_1,non_debt,-,"This is a duplicate of 41628. Which is a WontFix. The signup form has the attribute autocomplete=""off"" set, indicating the site author desires this page not be AutoFilled."
Chromium,CHROMIUM-44084,comment_2,non_debt,-,41628 is not the bug you are looking for.
Chromium,CHROMIUM-44084,comment_3,non_debt,-,@dholl: this is a dup of issue 41682 and not 41628. ;) thanks for having investigate this.
Chromium,CHROMIUM-44084,comment_4,non_debt,-,"Ah, slip of the fingers. Thanks for the correction."
Chromium,CHROMIUM-44084,description,non_debt,-,"try create a new account Autofill does not work (at least in Italian version of the site, the one I'm able to try..)"
Chromium,CHROMIUM-44084,summary,non_debt,-,44084: Autofill does not work with hotmail registering page
Chromium,CHROMIUM-44119,description,non_debt,-,Firefox proxy settings retrieval fails to parse when using an autoconfig URL.
Chromium,CHROMIUM-44119,summary,non_debt,-,44119: Retrieval of Firefox proxy settings doesn't work right when using an autoconfig URL
Chromium,CHROMIUM-4425,comment_0,non_debt,-,"Marking against duplicate, as other bug has more info. -Venkat."
Chromium,CHROMIUM-4425,summary,design_debt,non-optimal_design,4425: new tab button is overlapped with minimize button of window
Chromium,CHROMIUM-44280,comment_0,non_debt,-,Just noticed this is because of Flash 10.1. Will Flash 10.1 be reverted. As If I disabled the built-in one and used Flash 10.0 there is no lag at all...
Chromium,CHROMIUM-44280,comment_1,non_debt,-,Does this happen with the current dev channel? Would you be willing to install the latest Flash RC and turn off the internal Flash plugin to compare the behavior?
Chromium,CHROMIUM-44280,comment_2,non_debt,-,"Closing due lack of response; it sounds like this is probably a Flash 10.1 issue anyway, as opposed to a Chrome issue."
Chromium,CHROMIUM-44280,comment_3,non_debt,-,TVCatchup.com &lt;--Mainly : : Chromium: No Lag 1. Watch Live TV or flash It plays fine It lags and jumps and does not play clearly. Attach a screenshot if possible. It is 100% fine in other browsers so not my internet connection. Even was fine in Chromium. And fine on the Chrome Stable channel. Can you please fix this. As if the beta went Stable with this bug in there. Then I'd have to move since I visit stuff like TVcatchup a lot.
Chromium,CHROMIUM-44280,description,non_debt,-,TVCatchup.com <--Mainly : : Chromium: No Lag 1. Watch Live TV or flash It plays fine It lags and jumps and does not play clearly. Attach a screenshot if possible. It is 100% fine in other browsers so not my internet connection. Even was fine in Chromium. And fine on the Chrome Stable channel. Can you please fix this. As if the beta went Stable with this bug in there. Then I'd have to move since I visit stuff like TVcatchup a lot.
Chromium,CHROMIUM-44280,summary,non_debt,-,44280: Flash Laggy on Beta + Dev
Chromium,CHROMIUM-44438,comment_0,non_debt,-,"I think ""Accept"" is fine, because it is supposed to be a list according to the spec. However, chromium shouldn't use append for headers like ""Content-type"". This behavior triggers a bug in Eclipse BIRT Web Viewer which uses an old version of prototype.js:"
Chromium,CHROMIUM-44438,comment_1,non_debt,-,"It's not quite fine, as there's no way for the developer to say that they don't want JSON or JavaScript. The media types specified by the developer can't be given greater precedence than that given for JSON."
Chromium,CHROMIUM-44438,description,non_debt,-,"Google Chrome 5.0.375.38 (Official Build 46659) beta WebKit 533.4 V8 2.1.10.13 User Agent Mozilla/5.0 (X11; U; Linux x86_64; en-US) AppleWebKit/533.4 (KHTML, like Gecko) Chrome/5.0.375.38 Safari/533.4 Command Line : : var xhr = new XMLHttpRequest(); xhr.open('GET', '/page'); xhr.send(); That the following header is sent: That the following header is sent: Attach a screenshot if possible. This results in the javascript developer not being able to override the Accept header if the server can provide application/json or text/javascript. The XMLHttpRequest spec says that the value provided by setRequestHeader should be appended if the header is already part of the Author Request Headers, and set otherwise. However, it also says that ""there are certain other headers the user agent will take control of if they are not set by the author"", suggesting that the browser default for the Accept header should only be used if the author hasn't provided one. For comparison, Firefox allows the author to override the browser default Accept header in its entirety."
Chromium,CHROMIUM-44438,summary,non_debt,-,44438: appends to browser default instead of replacing.
Chromium,CHROMIUM-4447,comment_0,non_debt,-,Probably want to fix for 1.0?
Chromium,CHROMIUM-4447,comment_1,non_debt,-,"I'd be willing to ship with this issue. I'm worried the fix to restore if minimized might be risky. What do you think, sky?"
Chromium,CHROMIUM-4447,comment_2,non_debt,-,"I agree, not a 1.0 blocker."
Chromium,CHROMIUM-4447,comment_3,non_debt,-,"The fix to restore is rather trivial, but this is definitely not critical. Fixed in r5560 : Makes opening a bookmark activate the window. BUG=4447 TEST=see bug"
Chromium,CHROMIUM-4447,comment_4,non_debt,-,Yup. Works fine in ToT ( r5561 )
Chromium,CHROMIUM-4447,comment_5,non_debt,-,Merged r5560 to release r5618
Chromium,CHROMIUM-4447,comment_6,non_debt,-,"The fix depends on r5417 , ""Re-do the way browser windows are shown:..."" There's no way I am putting that on the release branch at this point. I'm reverting r5560 . I'll leave this fixed and verified, but it won't show up in a release until 1.1."
Chromium,CHROMIUM-4447,description,non_debt,-,"Build: 154.19 1. Bring up Bookmark manager (Ctrl+shift+b) 2. Minimize the browser window. 3. Double click on any row in the table (list view) of B'manager. User should be navigated to that page in the current tab and minimized browser window should show up (restore) browser window stays minimized, but of course you will be navigated to the page in the current tab. Please use labels and text to provide additional information."
Chromium,CHROMIUM-4447,summary,non_debt,-,"4447: Navigating a page from the Bookmark manager, should show up the minimized browser window."
Chromium,CHROMIUM-44525,comment_0,non_debt,-,This means doing the query to find out if the change is inside any Build of any Project and creating a UI that can show a very large amount of builders in a relevant way.
Chromium,CHROMIUM-44525,description,non_debt,-,This means doing the query to find out if the change is inside any Build of any Project and creating a UI that can show a very large amount of builders in a relevant way.
Chromium,CHROMIUM-44525,summary,non_debt,-,44525: Make the AJAX console view per repository instead of per buildbot master
Chromium,CHROMIUM-45194,comment_0,non_debt,-,"Thanks for this detailed bug report - and sorry for the long delay in reacting to it. I will change the digest handler to ignore auth-int rather than pretend to use it without actually incoporating the body into the digest. There's a number of reasons _not_ to support auth-int, and we should stop pretending that we do."
Chromium,CHROMIUM-45194,comment_1,non_debt,-,"Sure. Just the other week I was browsing and I see the situations are well-defined, but making the server module I was just following the RFC. If only it were as full-featured as most cookie session controllers :) Thanks for the help."
Chromium,CHROMIUM-45194,comment_3,non_debt,-,"Marking this fixed for the case described. auth-int is simply ignored. If auth-int is the only qop advertised by server, the digest handler will fall back to RFC 2069 behavior. If auth and auth-int qop values are advertised, auth qop will be chosen."
Chromium,CHROMIUM-45194,description,non_debt,-,": There are several quirks with Chrome's HTTP digest authentication (specified in RFC 2617) that seem noncompliant, though none of them too pressing. They are valid combinations which the RFC say Chrome should accept, and it does, but behaves oddly. To reproduce two of them I've found: 1. Connect to a server which sends a digest challenge qop=""auth-int"" 2. Chome will send back a response containing qop=auth-int, but where the second hash component does not include the hashed entity body, as is required in this case. 1. Connect to a server which sends a digest challenge qop=""auth,auth-int"" 2. Chrome will send back qop=, but use the variant of the response hash with a nonce count, client nonce, and (empty string) qop, which requires a response of either qop=auth or qop=auth-int. I've attached a text file containing the authentication headers, obtained from a Wireshark capture of the loopback interface, with analyses of Chrome's response. The server is Happstack, a Haskell framework, and I was writing a module to do digest authentication when I came across these behaviors. As auth-int isn't too commonly used, this shouldn't affect too many client/server interactions in the wild. Nonetheless, Firefox seems to handle the requests fine: if given auth-int, it ignores it, falling back to the RFC 2069 standard if nothing else is specified, which is permitted by RFC 2617."
Chromium,CHROMIUM-45194,summary,non_debt,-,45194: Incorrect digest authentication behavior with less common qop values
Chromium,CHROMIUM-45212,comment_0,non_debt,-,"As a developer who is constantly refreshing form pages, this is a Chrome killer for me. I simply can't work this way. I rarely ever have need to leave the keyboard to touch the mouse and this is a super-frustrating bug."
Chromium,CHROMIUM-45212,description,non_debt,-,": : 1. go to a page with a form 2. submit the form 3. press refresh, it will ask to submit the form again, but pressing enter won't work, only after pressing ""Continue"" with the mouse. pressing enter will resubmit the form nothing Attach a screenshot if possible."
Chromium,CHROMIUM-45212,summary,non_debt,-,"45212: ""Confirm Form Submission"" wont confrim when pressing ""enter"" key"
Chromium,CHROMIUM-45241,comment_0,non_debt,-,"And perhaps for other internal plugins too? Chrome has Gears, NaCL, and the GPU plugin as well."
Chromium,CHROMIUM-45241,comment_1,non_debt,-,Although IIRC Gears is going away as HTML5 replaces it so maybe leave Gears off.
Chromium,CHROMIUM-45241,comment_2,non_debt,-,UI proposal: have a link in the about box to about:plugins
Chromium,CHROMIUM-45241,comment_3,design_debt,non-optimal_design,"Personally, I think the Flash version belongs on about:version, not in the About box. ChromeOS has two versions in the About box (one for ChromeOS version and I find it looks ugly and a bit confusing -- at least the way it is implemented for ChromeOS). They'll now have to have three version fields, I suppose. :/ If we find a way to showing it in a more subtle way than the Chrome version, then maybe it is ok. Just adding another version box below the Chrome version (or tacking it on to the Chrome version field) is something I would be opposed to. In short: Please consult the UX team for a mock before doing this."
Chromium,CHROMIUM-45241,comment_4,non_debt,-,"This is silly. Just add ""Flash Player: 10.1.53.whatever"" to about:version, to be put in at build time."
Chromium,CHROMIUM-45241,comment_5,non_debt,-,"Beng, what is your take on this? You can then re-assign to me or to whoever you think is best. Jam, I bet they will ask the same thing from you :)"
Chromium,CHROMIUM-45241,comment_6,non_debt,-,Add version information for internal flash on about:version.
Chromium,CHROMIUM-45241,comment_7,non_debt,-,"UI leads are fine with adding the Flash version info to about:version. (Finnur, would you be willing to do this? :)"
Chromium,CHROMIUM-45241,comment_8,non_debt,-,Sure.
Chromium,CHROMIUM-45241,description,non_debt,-,Add version information for internal flash on about:version.
Chromium,CHROMIUM-45241,summary,non_debt,-,45241: Add flash version to about:version
Chromium,CHROMIUM-45378,comment_0,non_debt,-,"The reload behavior may not be a bug. The navigating away part seems like it could be a bug, but note that ""broken https"" is applied to all instances of that host in that process, so if you had another copy of the page open in a different tab in the same process, that would be expected behavior. abarth knows more about this."
Chromium,CHROMIUM-45378,comment_10,non_debt,-,No.
Chromium,CHROMIUM-45378,comment_11,non_debt,-,"Sorry, I should have been more precise. The case we get wrong is when there is no other content in the render process that could house the attacker's JavaScript."
Chromium,CHROMIUM-45378,comment_12,non_debt,-,69744 has been merged into this issue.
Chromium,CHROMIUM-45378,comment_13,defect_debt,uncorrected_known_defects,"I'm not sure this is worth fixing. We're blocking these loads by default now anyway, so very few users should see this UI at all."
Chromium,CHROMIUM-45378,comment_1,non_debt,-,"Potentially related (please let me know if I should open a new bug for this, or if this is somehow expected behavior): STR: 1) Visit -- red skull and crossbones are shown (nice job, Discover Bank) 2) Now visit in the same tab -- red skull and crossbones remain 3) Visit in a new tab -- all indicators are green If the red skull and crossbones indicator is to be useful and trustworthy, it should only appear when there is a threat. I am not aware of any reason why visiting the same page would be a threat in one tab/process, and not in another."
Chromium,CHROMIUM-45378,comment_2,non_debt,-,Insecure script pollutes the hostname across the entire process because an attacker can use it to affect the display of pages from that host across the entire process. This is working as intended.
Chromium,CHROMIUM-45378,comment_3,non_debt,-,"In step 2, you get the skull and crossbones even if you paste that URL into the omnibox, which I believe ought to create a new process. Dr. Barth? Dr. Reis?"
Chromium,CHROMIUM-45378,comment_4,non_debt,-,"I would assume it doesn't create a new process for speed reasons (as if you're navigating on the same site, we'd expect it to use similar resources, and thus the cache for this renderer already has the right contents), but I don't know."
